dish_id,calories,protein,fats,carbs,sugars,saturated_fats,salt,fiber,ingredients_number,dish_name,dish_size,unit,price,category,location,ingredients,energy (kJ),veg_fruit_percentage,nutriscore_points,nutriscore_grade
181,103.87,4.88,4.93,9.94,0.37,2.85,0.45999999999999996,0.5,6,QUATTRO FROMAGGI,38,cm,44.99,Menu główne,Katowice,"ciasto z mąki włoskiej, sos śmietanowy, mozzarella fior di latte, gorgonzola, ser provolone, grana padano",24.83,0.0,2,B
182,820.14,54.65,62.52,11.13,2.2800000000000002,27.38,4.4,3.54,9,AïOLI SEASONAL STEAK,450,g,145.99,Menu główne,Katowice,"stek z polędwicy, masło truflowe, kiełki groszku, purée truflowe, zielona fasolka szparagowa na maśle, oliwa bazyliowo – szczypiorkowa płatki chili, sól maldon",196.02,29.33,27,E
183,892.35,53.87,61.72,28.74,2.16,26.43,6.04,3.41,9,CLASSIC NY STEAK,450,g,85.99,Menu główne,Katowice,"stek z rostbefu, blanszowany szpinak, czosnek, cebula, ziemniaki konfitowane, pomidorki cherry, masło truflowe",213.28,37.78,27,E
184,990.9,49.62,64.04,52.59,1.76,20.06,6.779999999999999,5.119999999999999,7,GREEN PEPPER STEAK,420,g,89.99,Menu główne,Katowice,"stek z rostbefu, sos śmietanowy z zielonego pieprzu, sticks fries, chimichurri, kiełki groszku",236.83,35.71,26,E
185,1334.4,65.46,88.88,65.25999999999999,0.95,29.82,5.46,6.23,12,SURF & TURF 2.0,525,g,97.99,Menu główne,Katowice,"stek z rostbefu, krewetki 4szt., białe wino, masło, czosnek, masło rakowe, pesto bazyliowe, sól maldon, kiełki groszku, frytki",318.93,30.86,25,E
186,1106.3,72.78,77.47,31.41,3.72,34.45,4.9399999999999995,3.6,13,HACHE STEAK,500,g,75.99,Menu główne,Katowice,"wołowina 100%, chorizo, wędzony ser, brokuł, szpinak, masło, czosnek, chili, białe wino, pomidorki cherry, jajko, ziemniaki konfitowane",264.41,35.6,28,E
187,795.78,44.16,26.87,93.14,4.680000000000001,6.66,1.1600000000000001,5.0200000000000005,11,CHICKEN & PESTO MAFALDINE,300,g,46.99,Menu główne,Katowice,"makaron mafaldine, grillowana pierś z kurczaka, pesto bazyliowe, białe wino, szpinak, cebula, czosnek, chili, grana padano, pomidorki cherry",190.2,18.0,8,C
188,520.09,14.71,36.75,31.86,2.06,19.95,1.77,2.53,6,SALVIA BUTTER RAVIOLI,190,g,44.99,Menu główne,Katowice,"ravioli nadziewane ricottą i szpinakiem, masło szałwiowe, grana padano, kiełki groszku",124.3,3.68,16,D
189,611.8,27.250000000000004,29.85,56.230000000000004,8.67,7.8,3.01,3.73,10,GREEN UDON,390,g,42.99,Menu główne,Katowice,"makaron udon, kurczak marynowany, pesto bazyliowo-ziołowe, ser sałatkowy, miód, kiełki groszku, nitki chili, pieprz",146.22,3.85,21,E
190,615.21,16.29,33.26,60.75,3.98,11.27,2.12,3.91,11,GNOCCHI AL TARTUFO,380,g,39.99,Menu główne,Katowice,"gnocchi, pasta truflowa, pieczarki, śmietana, cebula, czosnek, chili, grana padano, rukola",147.04,19.21,18,D
191,774.46,36.37,26.91,93.4,4.89,10.81,1.13,5.23,15,TAGLIOLINI & SHRIMPS,364,g,56.99,Menu główne,Katowice,"czarne tagliolini, krewetki, chili, pomidorki cherry, cebula, czosnek, natka pietruszki, papryka ostra, pieprz, grana padano, cytryna, wino białe, masło",185.1,17.58,12,D
192,991.6,34.1,69.13,60.699999999999996,10.74,16.03,3.54,8.620000000000001,9,CAESAR,620,G,34.99,Menu główne,Katowice,"sałata rzymska, pomidorki cherry, grzanki, Grana Padano, granat, bekon, sos AïOLI anchois",237.0,46.77,23,E
193,501.15,23.16,35.41,23.68,4.17,5.58,13.28,4.21,11,PASTRAMI SALAD,370,g,45.99,Menu główne,Katowice,"sałata karbowana, rukola, pomidorki koktajlowe, ogórki marynowane w chili, ziemniaki pieczone z tymiankiem, pastrami, musztarda francuska, kiełki groszku, sos AïOLI truflowy",119.78,59.46,21,E
194,66.03,2.8000000000000003,2.9099999999999997,7.17,0.38,0.87,0.29000000000000004,0.43,8,AïOLI BREAKKIE PIZZA,28,cm,32.99,Śniadania,Katowice,"ciasto z mąki włoskiej, sos na bazie pomidorów pelati, bekon, pieczarki, mozzarella fior di latte, jajko sadzone, szczypiorek, sos AïOLI",15.78,21.43,0,A
195,764.35,29.9,33.05,87.17999999999999,4.9,9.66,2.92,5.13,7,AïOLI BREAKKIE PIZZA VEGE,28,cm,28.99,Śniadania,Katowice,"ciasto z mąki włoskiej, sos na bazie pomidorów pelati, pieczarki, jajko sadzone, mozzarella  fior di latte, szczypiorek, sos AïOLI",182.68,250.0,15,D
196,710.23,27.64,48.26,42.79,3.65,18.560000000000002,6.89,4.89,12,TRUFFLE SCRAMBLE TOAST,310,g,29.99,Śniadania,Katowice,"chleb na zakwasie, jajecznica na maśle, pieczarki w sosie śmietanowo –  truflowym, grana padano, szczypiorek, liście szczawiku krwistego, sos AïOLI",169.75,19.35,27,E
197,931.45,27.89,62.43,63.550000000000004,6.99,17.34,7.21,4.25,10,TURKISH EGGS,340,g,32.99,Śniadania,Katowice,"jajka poche, serek śmietankowy, mix pestek, olej chili, oliwa bazyliowo-szczypiorkowa, koperek, szczawik krwisty, pita AïOLI",222.62,2.94,29,E
198,1155.35,49.370000000000005,78.53,59.0,15.92,22.27,13.81,3.5100000000000002,12,BACON SANDWICH,400,g,34.99,Śniadania,Katowice,"domowa chałka, ser cheddar, bekon, burak marynowany, liście botwinki, sałata karbowana, cebula marynowana, dwa jajka sadzone, sos AïOLI",276.14,17.5,31,E
199,1399.8,42.57,100.76,75.02000000000001,10.22,25.0,15.969999999999999,7.029999999999999,11,ENGLISH BREAKFAST,550,g,38.99,Śniadania,Katowice,"jajka sadzone, kiełbaski frankfurterki, fasola w sosie pomidorowym, grillowany boczek, portobello, pomidor, sos AïOLI, pita AïOLI",334.56,25.45,28,E
200,780.25,26.7,48.04,61.6,8.37,12.14,7.16,11.19,13,HUEVOS RANCHEROS,430,g,36.99,Śniadania,Katowice,"jajko sadzone, awokado, salsa ranchera z pomidorów, pasta z czerwonej fasoli z kminem rzymskim, kremowy serek, rukola, kiełki buraka, ogórek świeży,  prażone ziarna, limonka, pita AïOLI",186.48,50.0,25,E
201,604.5,22.68,36.71,47.589999999999996,4.18,8.74,13.25,7.92,12,SALMON TOAST,310,g,42.99,Śniadania,Katowice,"awokado, łosoś wędzony, rukola, kremowy serek, chleb na zakwasie, kiełki buraka, ogórek, sos winegret, prażone ziarna",144.48,25.81,24,E
202,656.1999999999999,21.22,42.84,48.43,5.8500000000000005,13.51,11.54,7.87,13,AVOCADO TOAST,330,g,34.99,Śniadania,Katowice,"chleb na zakwasie, awokado, dwa jajka poché, pomidor, mascarpone, sos sriracha, olej chili, pomidorki koktajlowe, kwiaty jadalne, kiełki groszku",156.84,28.79,26,E
203,655.99,29.9,42.879999999999995,38.25,4.84,21.56,3.2,2.77,10,BENEDICT ALLA CRISPY PROSCIUTTO,315,g,35.99,Śniadania,Katowice,"grillowana bułka, szpinak na maśle, jajko poché, chipsy prosciutto, grana padano, sos holenderski, szczypiorek, kiełki groszku",156.79,14.92,25,E
204,745.6,24.49,29.36,98.47,48.81,14.17,1.25,5.32,9,SYRNIKI VANILLA & RHUBARB,385,g,34.99,Śniadania,Katowice,"syrniki na domowym waniliowym kremie, karmelizowany rabarbar, kruszonka, sos tres leches, maliny, borówki, mięta",178.2,23.38,26,E
